Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
36,4.073000,262144.000000,630885.501181,22769.000000
36,4.639000,32768.000000,165413.584847,9322.000000
36,5.649000,4096.000000,103766.773940,4975.000000
36,7.918000,512.000000,43958.160983,1850.000000
36,16.772000,64.000000,16451.562996,624.000000
36,30.000000,6.000000,18159.497818,861.000000
36,30.000000,9.000000,16168.560264,695.000000
36,30.000000,12.000000,15308.501102,582.000000
36,30.000000,15.000000,15405.826495,595.000000
36,30.000000,18.000000,18485.325153,750.000000
