Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
38,4.073000,262144.000000,474799.221421,20251.000000
38,4.639000,32768.000000,670066.088459,21845.000000
38,5.649000,4096.000000,148674.807409,5420.000000
38,7.918000,512.000000,34256.131042,1494.000000
38,16.772000,64.000000,13511.225407,627.000000
38,30.000000,6.000000,11574.545563,516.000000
38,30.000000,9.000000,14016.494533,651.000000
38,30.000000,12.000000,15336.710566,842.000000
38,30.000000,15.000000,13584.601761,520.000000
38,30.000000,18.000000,15397.729248,625.000000
