Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
20,4.073000,262144.000000,3802223.832289,88822.000000
20,4.639000,32768.000000,6926273.607239,110756.000000
20,5.649000,4096.000000,5362861.941729,98710.000000
20,7.918000,512.000000,6036625.078948,104033.000000
20,16.772000,64.000000,6032071.713603,104893.000000
20,30.000000,6.000000,6063008.637356,104776.000000
20,30.000000,9.000000,6282963.512864,106441.000000
20,30.000000,12.000000,6065382.858638,105501.000000
20,30.000000,15.000000,6067790.056930,105845.000000
20,30.000000,18.000000,6280407.968103,109118.000000
