Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
36,4.073000,262144.000000,508509.923296,19162.000000
36,4.639000,32768.000000,465688.930593,15871.000000
36,5.649000,4096.000000,238619.815405,6573.000000
36,7.918000,512.000000,48433.067062,2257.000000
36,16.772000,64.000000,17514.437188,723.000000
36,30.000000,6.000000,13270.405947,479.000000
36,30.000000,9.000000,14419.354389,480.000000
36,30.000000,12.000000,18343.013220,891.000000
36,30.000000,15.000000,16767.949308,562.000000
36,30.000000,18.000000,19789.363507,733.000000
