Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
30,4.073000,262144.000000,561552.914809,18337.000000
30,4.639000,32768.000000,5512048.962020,80562.000000
30,5.649000,4096.000000,699433.836801,13238.000000
30,7.918000,512.000000,615130.027711,12003.000000
30,16.772000,64.000000,188119.876257,4339.000000
30,30.000000,6.000000,369510.369764,7555.000000
30,30.000000,9.000000,225649.354010,5471.000000
30,30.000000,12.000000,369515.107992,7902.000000
30,30.000000,15.000000,474155.581500,8586.000000
30,30.000000,18.000000,280700.531588,5680.000000
