Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
38,4.073000,262144.000000,593387.450267,23222.000000
38,4.639000,32768.000000,394452.742674,15472.000000
38,5.649000,4096.000000,143048.296152,5385.000000
38,7.918000,512.000000,40838.061658,1926.000000
38,16.772000,64.000000,13394.370907,506.000000
38,30.000000,6.000000,10829.446246,458.000000
38,30.000000,9.000000,12386.071330,574.000000
38,30.000000,12.000000,14903.334224,742.000000
38,30.000000,15.000000,15044.799334,729.000000
38,30.000000,18.000000,15040.717902,707.000000
