Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
28,4.073000,262144.000000,1797403.752297,94028.000000
28,4.639000,32768.000000,623829.853489,15399.000000
28,5.649000,4096.000000,974875.675558,19398.000000
28,7.918000,512.000000,1075123.990936,18541.000000
28,16.772000,64.000000,1400590.409723,25013.000000
28,30.000000,6.000000,1555262.244398,28357.000000
28,30.000000,9.000000,1306085.148985,23317.000000
28,30.000000,12.000000,1365219.302908,25804.000000
28,30.000000,15.000000,1266951.323967,22655.000000
28,30.000000,18.000000,1440126.055292,25895.000000
