Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
40,4.073000,262144.000000,1306239.463124,36888.000000
40,4.639000,32768.000000,215006.409072,8775.000000
40,5.649000,4096.000000,184699.479415,8184.000000
40,7.918000,512.000000,24865.502710,1084.000000
40,16.772000,64.000000,10790.410697,513.000000
40,30.000000,6.000000,10439.342556,406.000000
40,30.000000,9.000000,10183.490855,511.000000
40,30.000000,12.000000,11045.798613,462.000000
40,30.000000,15.000000,11197.044074,506.000000
40,30.000000,18.000000,13140.651316,572.000000
