arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
38,4.073000,262144,7853995.586390
38,4.639000,32768,984269.820439
38,5.649000,4096,485474.933269
38,7.918000,512,79771.109582
38,16.772000,64,26523.124722
38,30.000000,6,24688.946413
38,30.000000,9,23955.029576
38,30.000000,12,25060.066520
