Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
24,4.073000,262144.000000,4672904.666813,91210.000000
24,4.639000,32768.000000,6864369.832106,119498.000000
24,5.649000,4096.000000,2880326.795160,52489.000000
24,7.918000,512.000000,3603163.349386,62356.000000
24,16.772000,64.000000,3753901.893512,65440.000000
24,30.000000,6.000000,3827910.427738,65283.000000
24,30.000000,9.000000,3539353.450083,62333.000000
24,30.000000,12.000000,3741314.197782,65204.000000
24,30.000000,15.000000,3352598.819263,59600.000000
24,30.000000,18.000000,3758421.541324,65410.000000
