Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
28,4.073000,262144.000000,690896.711674,20007.000000
28,4.639000,32768.000000,1089615.275968,25458.000000
28,5.649000,4096.000000,2558896.920581,40605.000000
28,7.918000,512.000000,1684420.871258,27266.000000
28,16.772000,64.000000,1696978.364956,29385.000000
28,30.000000,6.000000,1495144.916349,25701.000000
28,30.000000,9.000000,1579035.244446,29072.000000
28,30.000000,12.000000,1726356.461473,29079.000000
28,30.000000,15.000000,1712812.623815,30997.000000
28,30.000000,18.000000,1582450.190104,26509.000000
