Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
36,4.073000,262144.000000,539730.447354,17748.000000
36,4.639000,32768.000000,819236.850118,24060.000000
36,5.649000,4096.000000,297492.196246,10989.000000
36,7.918000,512.000000,36092.984498,1777.000000
36,16.772000,64.000000,15150.367982,613.000000
36,30.000000,6.000000,14585.566976,653.000000
36,30.000000,9.000000,16001.343569,661.000000
36,30.000000,12.000000,15719.050671,689.000000
36,30.000000,15.000000,20558.064038,1113.000000
36,30.000000,18.000000,23666.905755,947.000000
