Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
20,4.073000,262144.000000,2850798.239612,55463.000000
20,4.639000,32768.000000,7209358.867740,127360.000000
20,5.649000,4096.000000,6652776.000852,109933.000000
20,7.918000,512.000000,6327548.976632,107093.000000
20,16.772000,64.000000,5942697.348844,102955.000000
20,30.000000,6.000000,6057145.221245,104915.000000
20,30.000000,9.000000,6018855.514508,104159.000000
20,30.000000,12.000000,6152465.488765,107393.000000
20,30.000000,15.000000,6457262.062906,110443.000000
20,30.000000,18.000000,6323283.217445,109749.000000
