Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
32,4.073000,262144.000000,380901.669536,12276.000000
32,4.639000,32768.000000,1202084.388679,25299.000000
32,5.649000,4096.000000,718894.681358,14295.000000
32,7.918000,512.000000,92418.932124,2560.000000
32,16.772000,64.000000,53465.501073,1669.000000
32,30.000000,6.000000,51542.600158,1456.000000
32,30.000000,9.000000,36809.406556,1326.000000
32,30.000000,12.000000,31579.325784,995.000000
32,30.000000,15.000000,60284.582332,1472.000000
32,30.000000,18.000000,66074.642595,1808.000000
