Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
32,4.073000,262144.000000,1938484.523441,44553.000000
32,4.639000,32768.000000,786949.204495,22388.000000
32,5.649000,4096.000000,748745.612490,13503.000000
32,7.918000,512.000000,81228.097509,2686.000000
32,16.772000,64.000000,32698.292616,1028.000000
32,30.000000,6.000000,71077.565356,2345.000000
32,30.000000,9.000000,44851.907184,1146.000000
32,30.000000,12.000000,69249.009047,2310.000000
32,30.000000,15.000000,35672.503907,1492.000000
32,30.000000,18.000000,57635.106185,1962.000000
