Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
34,4.073000,262144.000000,171062.824296,6419.000000
34,4.639000,32768.000000,732306.640850,18406.000000
34,5.649000,4096.000000,182223.027606,5854.000000
34,7.918000,512.000000,89869.250881,3741.000000
34,16.772000,64.000000,20507.065514,795.000000
34,30.000000,6.000000,20027.704861,729.000000
34,30.000000,9.000000,23397.339208,950.000000
34,30.000000,12.000000,22484.518340,1113.000000
34,30.000000,15.000000,24721.186602,1006.000000
34,30.000000,18.000000,23624.625986,1134.000000
