Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
30,4.073000,262144.000000,494661.155922,19805.000000
30,4.639000,32768.000000,2364657.387313,56490.000000
30,5.649000,4096.000000,1846161.130431,28556.000000
30,7.918000,512.000000,458936.364645,8399.000000
30,16.772000,64.000000,555264.426800,9629.000000
30,30.000000,6.000000,432128.315778,7054.000000
30,30.000000,9.000000,308906.276416,6360.000000
30,30.000000,12.000000,693518.093790,9973.000000
30,30.000000,15.000000,547556.253392,9698.000000
30,30.000000,18.000000,735786.856735,11756.000000
