Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
36,4.073000,262144.000000,351410.177172,15685.000000
36,4.639000,32768.000000,1555065.512149,37384.000000
36,5.649000,4096.000000,171333.476892,6153.000000
36,7.918000,512.000000,49197.228591,2290.000000
36,16.772000,64.000000,15080.930707,800.000000
36,30.000000,6.000000,13396.779202,623.000000
36,30.000000,9.000000,15482.752307,853.000000
36,30.000000,12.000000,18444.184232,820.000000
36,30.000000,15.000000,18588.652560,915.000000
36,30.000000,18.000000,19635.652319,690.000000
