Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
34,4.073000,262144.000000,1458498.772641,34687.000000
34,4.639000,32768.000000,867988.299473,22985.000000
34,5.649000,4096.000000,296165.529882,10819.000000
34,7.918000,512.000000,83854.471002,2485.000000
34,16.772000,64.000000,23227.835177,815.000000
34,30.000000,6.000000,24306.643577,1003.000000
34,30.000000,9.000000,19649.238637,761.000000
34,30.000000,12.000000,22167.605328,837.000000
34,30.000000,15.000000,38737.846959,1300.000000
34,30.000000,18.000000,26585.133176,1123.000000
