Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
26,4.073000,262144.000000,5689873.686848,138906.000000
26,4.639000,32768.000000,2324619.195477,41947.000000
26,5.649000,4096.000000,1900137.533050,34404.000000
26,7.918000,512.000000,2795461.462978,49998.000000
26,16.772000,64.000000,2673677.236419,46293.000000
26,30.000000,6.000000,2607745.579016,43634.000000
26,30.000000,9.000000,2461216.118075,41617.000000
26,30.000000,12.000000,2399783.412774,40869.000000
26,30.000000,15.000000,2712478.237157,48459.000000
26,30.000000,18.000000,3174629.692722,53600.000000
