Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
40,4.073000,262144.000000,909168.163096,31990.000000
40,4.639000,32768.000000,1087885.211863,33951.000000
40,5.649000,4096.000000,164995.918940,7059.000000
40,7.918000,512.000000,42498.605965,2297.000000
40,16.772000,64.000000,11380.906642,519.000000
40,30.000000,6.000000,9524.889553,352.000000
40,30.000000,9.000000,11791.569785,692.000000
40,30.000000,12.000000,10702.240934,504.000000
40,30.000000,15.000000,11070.740897,538.000000
40,30.000000,18.000000,12841.470048,611.000000
