Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time
34,4.073000,262144.000000,179505.040300,6805.000000
34,4.639000,32768.000000,1224647.133159,24791.000000
34,5.649000,4096.000000,238928.996461,6788.000000
34,7.918000,512.000000,65002.936680,2743.000000
34,16.772000,64.000000,22584.347566,1043.000000
34,30.000000,6.000000,25714.393674,1044.000000
34,30.000000,9.000000,19679.786000,855.000000
34,30.000000,12.000000,23034.960148,779.000000
34,30.000000,15.000000,22318.684840,848.000000
34,30.000000,18.000000,29974.702084,979.000000
