arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.6630287379789233,2.5299240866161425,1.0,1.109402389164464,1.0243843712505372,1.537190333950902,2.5299240866161425
22,0.2869291607857673,1.7098779308973844,1.0,0.5100832418493635,0.3833070361357544,1.0305247279848926,1.7098779308973844
24,0.7633056017669785,3.3149402174220635,1.0,1.296643615840016,1.0560153369139595,2.0086484089920247,3.314940217422064
26,0.024349801649103,2.048397338350061,1.0000000000000002,0.952214800521178,0.7467653095327536,0.9859936991379374,2.0483973383500604
28,0.5276142618427726,1.53068738035686,1.0,0.7688092131606541,1.0005342027973108,0.8905288957509625,1.53068738035686
30,0.660473494391691,3.114378406899249,1.0,1.318158349959159,1.0490543779249448,1.8966395189561025,3.114378406899249
32,0.2135443774609425,1.6729189029824407,1.0,0.6354047551770664,0.3514034396344183,1.01883398785826,1.6729189029824407
34,0.4358932981703,0.7439092897479482,0.7438552362105078,0.4796145228148822,1.00007321837405,0.4821890128099784,1.0000726667432172
36,0.1905818807046716,1.6670185193968996,1.00905515182205,0.7069689027560389,0.3679604902116176,1.0157933413179396,1.652058875460638
38,0.3651430888792583,1.4096194798176696,0.9962710782696652,0.7477281801820155,1.00053912021652,0.8200414147614429,1.4148955144476465
40,0.2944746160577332,1.3097709041937105,1.0,0.6675790014799575,1.0004096090419323,0.749092605797156,1.3097709041937105
