arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.6615412989799191,2.524248453667828,1.0,1.10691355529542,1.022086266844968,1.533741800394754,2.524248453667828
22,0.2846085381784994,1.696048798399166,1.0,0.5059577960446132,0.3802069295758442,1.0221900610776975,1.696048798399166
24,0.7575115174478676,3.289777238022865,1.0,1.2868010803933714,1.047999357612629,1.9934012023395304,3.2897772380228654
26,0.0242433949058414,2.039446000970784,1.0000000000000002,0.9480536957504252,0.7435020030913617,0.9816849832020272,2.039446000970784
28,0.5274502654719821,1.5302116025143195,1.0,0.7685702470638163,1.000223210487252,0.890252095979711,1.5302116025143195
30,0.660473494391691,3.114378406899249,1.0,1.318158349959159,1.0490543779249448,1.8966395189561025,3.114378406899249
32,0.2135443774609425,1.6729189029824407,1.0,0.6354047551770664,0.3514034396344183,1.01883398785826,1.6729189029824407
34,0.4358932981703,0.7439092897479482,0.7438552362105078,0.4796145228148822,1.00007321837405,0.4821890128099784,1.0000726667432172
36,0.1905818807046716,1.6670185193968996,1.00905515182205,0.7069689027560389,0.3679604902116176,1.0157933413179396,1.652058875460638
38,0.3651430888792583,1.4096194798176696,0.9962710782696652,0.7477281801820155,1.00053912021652,0.8200414147614429,1.4148955144476465
40,0.2944746160577332,1.3097709041937105,1.0,0.6675790014799575,1.0004096090419323,0.749092605797156,1.3097709041937105
