arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.6739382171684615,2.5715514740777814,1.0085481506244152,1.1276565033289672,1.041239598392443,1.5624832737557672,2.549755777635084
22,0.3036601841189936,1.809582009355177,1.0076527165890268,0.5398265227271177,0.4056579151743802,1.0906152856060307,1.7958389627338431
24,0.7858374008256473,3.4127929866111666,1.004826707773834,1.3349188667161809,1.0871875506631277,2.06794112507606,3.3963995584593047
26,0.0216285825196644,1.8194781010545595,0.9652709415749264,0.845799759944932,0.6633103362731845,0.8758036879721186,1.884940302963971
28,0.5296481748443598,1.5365880642265486,1.0872575655631669,0.7717729144240091,1.0043911863377,0.8939618171678911,1.41326959949057
30,0.6640923093506658,3.131442466641987,1.010005174608041,1.3253807005843314,1.0548022750136985,1.907031438573259,3.100422201160727
32,0.215149684569373,1.685494970958178,1.0069410799489764,0.6401813724888605,0.3540450940122078,1.0264930115350528,1.673876460620303
34,0.4359373044439502,0.7439843922464564,0.743854829960109,0.4796629430315412,1.000174182293208,0.4822376929382068,1.0001741768435577
36,0.1943400417677435,1.6998911307272786,1.0190341167780803,0.7209099080253575,0.3752164517014985,1.0358241803953678,1.6681395673992647
38,0.3660438508511894,1.4130968333839395,0.9958689097594898,0.7495727313471943,1.0030073241025272,0.8220643535608404,1.4189586797374902
40,0.29494252299511925,1.3118520713267665,0.9762255981685927,0.6686397545262728,1.0019992149732178,0.750282880299215,1.3438001152477583
