arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
34.00,13.00,262144,0.00,100.00,400
40.00,13.00,262144,0.00,100.00,400
38.00,13.00,262144,0.00,100.00,400
30.00,13.00,262144,0.00,100.00,400
40.00,15.30,32768,0.00,100.00,400
36.00,13.00,262144,0.00,100.00,400
38.00,15.30,32768,0.00,100.00,400
32.00,13.00,262144,0.00,100.00,400
34.00,15.30,32768,0.00,100.00,400
36.00,15.30,32768,0.00,100.00,400
40.00,19.70,4096,0.00,100.00,400
26.00,13.00,262144,0.00,100.00,400
36.00,19.70,4096,0.00,100.00,400
32.00,15.30,32768,0.00,100.00,400
24.00,13.00,262144,0.00,100.00,400
28.00,13.00,262144,0.00,100.00,400
22.00,13.00,262144,0.00,100.00,400
38.00,19.70,4096,0.00,100.00,400
30.00,15.30,32768,0.00,100.00,400
32.00,19.70,4096,0.00,100.00,400
34.00,19.70,4096,0.00,100.00,400
28.00,15.30,32768,0.00,100.00,400
28.00,90.00,18,99.75,0.25,400
26.00,15.30,32768,0.00,100.00,400
34.00,90.00,18,99.75,0.25,400
26.00,19.70,4096,0.00,100.00,400
24.00,15.30,32768,0.00,100.00,400
22.00,15.30,32768,0.00,100.00,400
20.00,13.00,262144,0.00,100.00,400
30.00,90.00,36,0.00,100.00,400
20.00,15.30,32768,0.00,100.00,400
36.00,32.30,512,0.00,100.00,400
30.00,90.00,18,99.50,0.50,400
30.00,19.70,4096,0.00,100.00,400
40.00,32.30,512,0.00,100.00,400
20.00,19.70,4096,0.00,100.00,400
28.00,19.70,4096,0.00,100.00,400
38.00,90.00,18,99.75,0.25,400
24.00,19.70,4096,0.00,100.00,400
40.00,90.00,18,99.75,0.25,400
38.00,32.30,512,0.00,100.00,400
26.00,90.00,36,0.00,100.00,400
22.00,19.70,4096,0.00,100.00,400
40.00,90.00,27,99.75,0.25,400
40.00,90.00,36,69.00,31.00,400
36.00,90.00,27,95.75,4.25,400
38.00,90.00,27,99.00,1.00,400
38.00,90.00,36,37.50,62.50,400
20.00,32.30,512,0.00,100.00,400
34.00,32.30,512,0.00,100.00,400
30.00,32.30,512,0.00,100.00,400
32.00,90.00,18,99.75,0.25,400
34.00,90.00,27,86.25,13.75,400
32.00,90.00,36,0.75,99.25,400
32.00,90.00,27,57.25,42.75,400
30.00,90.00,27,17.50,82.50,400
36.00,90.00,36,12.25,87.75,400
32.00,32.30,512,0.00,100.00,400
36.00,90.00,18,99.75,0.25,400
28.00,32.30,512,0.00,100.00,400
24.00,90.00,18,70.00,30.00,400
26.00,32.30,512,0.00,100.00,400
28.00,90.00,27,3.75,96.25,400
22.00,90.00,18,18.00,82.00,400
34.00,90.00,36,3.50,96.50,400
28.00,90.00,36,0.00,100.00,400
20.00,90.00,18,0.25,99.75,400
22.00,90.00,36,0.00,100.00,400
22.00,90.00,27,0.00,100.00,400
22.00,32.30,512,0.00,100.00,400
26.00,90.00,18,94.25,5.75,400
24.00,90.00,27,0.00,100.00,400
20.00,90.00,27,0.00,100.00,400
26.00,90.00,27,0.25,99.75,400
24.00,32.30,512,0.00,100.00,400
20.00,90.00,36,0.00,100.00,400
24.00,90.00,36,0.00,100.00,400
