arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
20,8000.000000,3000,994715238.858933,994715238.858933,994715238.858933,994715238.858933,994715238.858933,994715238.858933,994715238.858933,994715238.858933
20,300.000000,150,34179819.384418,34179819.384418,34179819.384418,34179819.384418,34179819.384418,34179819.384418,34179819.384418,34179819.384418
20,1500.000000,600,182921165.280743,182921165.280743,182921165.280743,182921165.280743,182921165.280743,182921165.280743,182921165.280743,182921165.280743
20,13.000000,262144,82699002.688033,82699002.688033,82699002.688033,82699002.688033,82699002.688033,82699002.688033,82699002.688033,82699002.688033
20,15.300000,32768,103661422.325674,103661422.325674,103661422.325674,103661422.325674,103661422.325674,103661422.325674,103661422.325674,103661422.325674
20,19.700000,4096,143171007.997711,143171007.997711,143171007.997711,143171007.997711,143171007.997711,143171007.997711,143171007.997711,143171007.997711
20,32.300000,512,223626758.513258,223626758.513258,223626758.513258,223626758.513258,223626758.513258,223626758.513258,223626758.513258,223626758.513258
20,90.000000,36,292173379.258148,292173379.258148,292173379.258148,292173379.258148,292173379.258148,292173379.258148,292173379.258148,292173379.258148
20,90.000000,27,304662755.612436,304662755.612436,304662755.612436,304662755.612436,304662755.612436,304662755.612436,304662755.612436,304662755.612436
20,90.000000,18,319709049.362309,320253462.462815,320477058.159927,320643490.681059,320621449.187286,320664200.507920,320664200.507920,320664200.507920
