arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
24,1500.000000,600,181490299.526853,181490299.526853,181490299.526853,181490299.526853,181490299.526853,181490299.526853,181490299.526853,181490299.526853
24,8000.000000,3000,989767728.052290,989767728.052290,989767728.052290,989767728.052290,989767728.052290,989767728.052290,989767728.052290,989767728.052290
24,300.000000,150,33581651.029832,33581651.029832,33581651.029832,33581651.029832,33581651.029832,33581651.029832,33581651.029832,33581651.029832
24,13.000000,262144,74550502.638999,74550502.638999,74550502.638999,74550502.638999,74550502.638999,74550502.638999,74550502.638999,74550502.638999
24,15.300000,32768,95016450.814662,95016450.814662,95016450.814662,95016450.814662,95016450.814662,95016450.814662,95016450.814662,95016450.814662
24,19.700000,4096,134979119.554106,134979119.554106,134979119.554106,134979119.554106,134979119.554106,134979119.554106,134979119.554106,134979119.554106
24,32.300000,512,212178921.824673,212178921.824673,212178921.824673,212178921.824673,212178921.824673,212178921.824673,212178921.824673,212178921.824673
24,90.000000,36,280170080.365275,280196718.777734,280196718.777734,280196718.777734,280196718.777734,280196718.777734,280196718.777734,280196718.777734
24,90.000000,27,294397782.985783,294506914.751594,294506914.751594,294506914.751594,294506914.751594,294506914.751594,294506914.751594,294506914.751594
24,90.000000,18,302800053.815977,302259166.428572,301612967.738403,305153749.217382,306373054.303079,307682942.599813,307678094.910696,306052404.871729
