arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
40,300.000000,150,32169082.533355,32169082.533355,32169082.533355,32169082.533355,32169082.533355,32169082.533355,32169082.533355,32169082.533355
40,8000.000000,3000,987278583.903519,987278583.903519,987278583.903519,987278583.903519,987278583.903519,987278583.903519,987278583.903519,987278583.903519
40,1500.000000,600,181554262.519747,181554262.519747,181554262.519747,181554262.519747,181554262.519747,181554262.519747,181554262.519747,181554262.519747
40,15.300000,32768,62658794.306571,62041172.545573,62041172.545573,62041172.545573,62041172.545573,62041172.545573,62041172.545573,62041172.545573
40,13.000000,262144,42565862.896558,42565862.896558,42565862.896558,42565862.896558,42565862.896558,42565862.896558,42565862.896558,42565862.896558
40,19.700000,4096,97587374.089591,97587374.089591,97587374.089591,97587374.089591,97587374.089591,97587374.089591,97587374.089591,97587374.089591
40,32.300000,512,173200008.652960,173200008.652960,173200008.652960,173200008.652960,173200008.652960,173200008.652960,173200008.652960,173200008.652960
40,90.000000,36,223523890.611526,222757224.053275,220379835.196751,218891323.092200,218227635.976437,234286325.269124,234286375.000762,229767922.213094
40,90.000000,27,230171378.586212,232149712.777495,233421906.274260,233421906.274260,233421906.274260,233421906.274260,233421906.274260,233421906.274260
40,90.000000,18,232055606.632597,232055606.632597,232055606.632597,232055606.632597,232055606.632597,232055606.632597,232055606.632597,232055606.632597
