arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
40,8000.000000,3000,989762417.698354,989762417.698354,989762417.698354,989762417.698354,989762417.698354,989762417.698354,989762417.698354,989762417.698354
40,300.000000,150,31971555.845791,31971555.845791,31971555.845791,31971555.845791,31971555.845791,31971555.845791,31971555.845791,31971555.845791
40,1500.000000,600,177887909.011901,177887909.011901,177887909.011901,177887909.011901,177887909.011901,177887909.011901,177887909.011901,177887909.011901
40,13.000000,262144,42575970.730339,42384909.118800,42384909.118800,42384909.118800,42384909.118800,42384909.118800,42384909.118800,42384909.118800
40,15.300000,32768,61634215.103349,61626820.358119,61626820.358119,61626820.358119,61626820.358119,61626820.358119,61626820.358119,61626820.358119
40,19.700000,4096,96747564.574692,96747564.574692,96747564.574692,96747564.574692,96747564.574692,96747564.574692,96747564.574692,96747564.574692
40,32.300000,512,172977469.407473,172977469.407473,172977469.407473,172977469.407473,172977469.407473,172977469.407473,172977469.407473,172977469.407473
40,90.000000,36,223789321.369848,224107769.282174,224461043.715249,227881042.740778,233204177.974524,235170307.020536,235147147.846083,233089764.989195
40,90.000000,27,230021208.534345,231680246.317959,232334416.388844,232334416.388844,232334199.753376,232334416.388844,232334416.388844,232334416.388844
40,90.000000,18,231737506.562895,231737506.562895,231737506.562895,231737506.562895,231737506.562895,231737506.562895,231737506.562895,231737506.562895
