arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
28,8000.000000,3000,985420644.930090,985420644.930090,985420644.930090,985420644.930090,985420644.930090,985420644.930090,985420644.930090,985420644.930090
28,300.000000,150,33234942.438730,33234942.438730,33234942.438730,33234942.438730,33234942.438730,33234942.438730,33234942.438730,33234942.438730
28,1500.000000,600,182965016.463384,182965016.463384,182965016.463384,182965016.463384,182965016.463384,182965016.463384,182965016.463384,182965016.463384
28,13.000000,262144,65145844.441386,64845314.154781,64845314.154781,64845314.154781,64845314.154781,64845314.154781,64845314.154781,64845314.154781
28,15.300000,32768,85210708.209753,85210708.209753,85210708.209753,85210708.209753,85210708.209753,85210708.209753,85210708.209753,85210708.209753
28,19.700000,4096,125741167.757092,125741167.757092,125741167.757092,125741167.757092,125741167.757092,125741167.757092,125741167.757092,125741167.757092
28,32.300000,512,203081092.183143,203081092.183143,203081092.183143,203081092.183143,203081092.183143,203081092.183143,203081092.183143,203081092.183143
28,90.000000,36,271255421.754879,271402745.185718,271402745.185718,271402745.185718,271402745.185718,271402745.185718,271402745.185718,271402745.185718
28,90.000000,27,278997834.973800,280437928.104639,281042398.471869,281712340.876605,281805553.384312,281793229.190792,281724446.865519,281793233.294671
28,90.000000,18,287730212.335368,288945931.054154,289457091.183060,289457091.183060,289457091.183060,289457091.183060,289457091.183060,289457091.183060
