arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
38,8000.000000,3000,992204514.394007,992204514.394007,992204514.394007,992204514.394007,992204514.394007,992204514.394007,992204514.394007,992204514.394007
38,1500.000000,600,181838864.574329,181838864.574329,181838864.574329,181838864.574329,181838864.574329,181838864.574329,181838864.574329,181838864.574329
38,300.000000,150,32382553.407121,32382553.407121,32382553.407121,32382553.407121,32382553.407121,32382553.407121,32382553.407121,32382553.407121
38,13.000000,262144,45711524.136594,45603230.847776,45603230.847776,45603230.847776,45603230.847776,45603230.847776,45603230.847776,45603230.847776
38,15.300000,32768,69035171.732987,68488214.617849,68488214.617849,68488214.617849,69053051.590381,68488214.617849,68488214.617849,68488214.617849
38,19.700000,4096,101603712.749305,101603712.749305,101603712.749305,101603712.749305,101603712.749305,101603712.749305,101603712.749305,101603712.749305
38,32.300000,512,177716034.616880,177716034.616880,177716034.616880,177716034.616880,177716034.616880,177716034.616880,177716034.616880,177716034.616880
38,90.000000,36,235245692.805812,235047501.539313,234183184.124457,232771131.734235,232597747.074845,238234870.568390,237968909.665431,232227414.878679
38,90.000000,27,239572106.870929,241693589.828832,243391877.936733,243990482.589043,243990397.459657,243990482.589043,243990482.589043,243990482.589043
38,90.000000,18,242670977.438782,242670977.438782,242670977.438782,242670977.438782,242670977.438782,242670977.438782,242670977.438782,242670977.438782
