arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
20,300.000000,150,33862401.790627,33862401.790627,33862401.790627,33862401.790627,33862401.790627,33862401.790627,33862401.790627,33862401.790627
20,1500.000000,600,182910897.289549,182910897.289549,182910897.289549,182910897.289549,182910897.289549,182910897.289549,182910897.289549,182910897.289549
20,8000.000000,3000,988789759.517509,988789759.517509,988789759.517509,988789759.517509,988789759.517509,988789759.517509,988789759.517509,988789759.517509
20,13.000000,262144,82752461.162421,82752461.162421,82752461.162421,82752461.162421,82752461.162421,82752461.162421,82752461.162421,82752461.162421
20,15.300000,32768,105349819.530465,105349819.530465,105349819.530465,105349819.530465,105349819.530465,105349819.530465,105349819.530465,105349819.530465
20,19.700000,4096,143066038.151730,143066038.151730,143066038.151730,143066038.151730,143066038.151730,143066038.151730,143066038.151730,143066038.151730
20,32.300000,512,223521830.152002,223521830.152002,223521830.152002,223521830.152002,223521830.152002,223521830.152002,223521830.152002,223521830.152002
20,90.000000,36,291697241.568506,291697241.568506,291697241.568506,291697241.568506,291697241.568506,291697241.568506,291697241.568506,291697241.568506
20,90.000000,27,306985174.534963,306985174.534963,306985174.534963,306985174.534963,306985174.534963,306985174.534963,306985174.534963,306985174.534963
20,90.000000,18,319929502.579411,320450813.438423,320737468.071246,320750191.179865,320721822.101531,320773056.280189,320773056.280189,320773056.280189
