arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
20,1500.000000,600,183438452.616235,183438452.616235,183438452.616235,183438452.616235,183438452.616235,183438452.616235,183438452.616235,183438452.616235
20,8000.000000,3000,984019747.271455,984019747.271455,984019747.271455,984019747.271455,984019747.271455,984019747.271455,984019747.271455,984019747.271455
20,300.000000,150,33454051.726394,33454051.726394,33454051.726394,33454051.726394,33454051.726394,33454051.726394,33454051.726394,33454051.726394
20,13.000000,262144,84248730.519569,84248730.519569,84248730.519569,84248730.519569,84248730.519569,84248730.519569,84248730.519569,84248730.519569
20,15.300000,32768,102559859.623741,102559859.623741,102559859.623741,102559859.623741,102559859.623741,102559859.623741,102559859.623741,102559859.623741
20,19.700000,4096,143231524.601655,143231524.601655,143231524.601655,143231524.601655,143231524.601655,143231524.601655,143231524.601655,143231524.601655
20,32.300000,512,222925300.047615,222925300.047615,222925300.047615,222925300.047615,222925300.047615,222925300.047615,222925300.047615,222925300.047615
20,90.000000,36,292619012.236164,292619012.236164,292619012.236164,292619012.236164,292619012.236164,292619012.236164,292619012.236164,292619012.236164
20,90.000000,27,305352513.264576,305352513.264576,305352513.264576,305352513.264576,305352513.264576,305352513.264576,305352513.264576,305352513.264576
20,90.000000,18,320057991.402227,320449383.181035,320574164.903230,320604350.350374,320568090.681167,320638182.973847,320621356.394844,320638182.973847
