arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
22,300.000000,150,33712003.011496,33712003.011496,33712003.011496,33712003.011496,33712003.011496,33712003.011496,33712003.011496,33712003.011496
22,8000.000000,3000,993079703.468864,993079703.468864,993079703.468864,993079703.468864,993079703.468864,993079703.468864,993079703.468864,993079703.468864
22,1500.000000,600,184422206.243860,184422206.243860,184422206.243860,184422206.243860,184422206.243860,184422206.243860,184422206.243860,184422206.243860
22,13.000000,262144,78487235.853601,78487235.853601,78487235.853601,78487235.853601,78487235.853601,78487235.853601,78487235.853601,78487235.853601
22,15.300000,32768,101130158.901469,101130158.901469,101130158.901469,101130158.901469,101130158.901469,101130158.901469,101130158.901469,101130158.901469
22,19.700000,4096,139132911.378705,139132911.378705,139132911.378705,139132911.378705,139132911.378705,139132911.378705,139132911.378705,139132911.378705
22,32.300000,512,215921583.210196,215921583.210196,215921583.210196,215921583.210196,215921583.210196,215921583.210196,215921583.210196,215921583.210196
22,90.000000,36,285657494.704356,285657494.704356,285657494.704356,285657494.704356,285657494.704356,285657494.704356,285657494.704356,285657494.704356
22,90.000000,27,301155203.944435,301155203.944435,301155203.944435,301155203.944435,301155203.944435,301155203.944435,301155203.944435,301155203.944435
22,90.000000,18,311417570.119634,311736477.709123,312379857.821407,312956658.366953,313250037.039056,314418544.945383,314396365.362085,313322678.264097
