arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
38,300.000000,150,32209907.346288,32209907.346288,32209907.346288,32209907.346288,32209907.346288,32209907.346288,32209907.346288,32209907.346288
38,1500.000000,600,182921286.443537,182921286.443537,182921286.443537,182921286.443537,182921286.443537,182921286.443537,182921286.443537,182921286.443537
38,8000.000000,3000,988021004.382060,988021004.382060,988021004.382060,988021004.382060,988021004.382060,988021004.382060,988021004.382060,988021004.382060
38,15.300000,32768,66025940.577187,65158606.700642,65158606.700642,65158606.700642,65158606.700642,65158606.700642,65158606.700642,65158606.700642
38,13.000000,262144,57394902.182576,48596557.123401,48596557.123401,48596557.123401,48596557.123401,48596557.123401,48596557.123401,48596557.123401
38,19.700000,4096,101898414.503655,101755946.781072,101755946.781072,101755946.781072,101755946.781072,101755946.781072,101755946.781072,101755946.781072
38,32.300000,512,174640580.735484,174640580.735484,174640580.735484,174640580.735484,174640580.735484,174640580.735484,174640580.735484,174640580.735484
38,90.000000,36,232198843.258749,231955920.878068,232789086.596001,232099661.977156,231471079.636878,239117238.198176,241531752.566769,231005283.646921
38,90.000000,27,236895750.773524,239598604.995340,241004146.218013,241004120.479551,241004120.479551,241004152.864537,241004152.864537,241004152.864537
38,90.000000,18,241463203.911221,241463203.911221,241463203.911221,241463203.911221,241463203.911221,241463203.911221,241463203.911221,241463203.911221
