arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
24,300.000000,150,33463585.689309,33463585.689309,33463585.689309,33463585.689309,33463585.689309,33463585.689309,33463585.689309,33463585.689309
24,1500.000000,600,180146197.749624,180146197.749624,180146197.749624,180146197.749624,180146197.749624,180146197.749624,180146197.749624,180146197.749624
24,8000.000000,3000,984102809.777995,984102809.777995,984102809.777995,984102809.777995,984102809.777995,984102809.777995,984102809.777995,984102809.777995
24,13.000000,262144,75231682.619165,75231682.619165,75231682.619165,75231682.619165,75231682.619165,75231682.619165,75231682.619165,75231682.619165
24,15.300000,32768,94921605.997630,94921605.997630,94921605.997630,94921605.997630,94921605.997630,94921605.997630,94921605.997630,94921605.997630
24,19.700000,4096,130502979.103808,130502979.103808,130502979.103808,130502979.103808,130502979.103808,130502979.103808,130502979.103808,130502979.103808
24,32.300000,512,212306213.416585,212306213.416585,212306213.416585,212306213.416585,212306213.416585,212306213.416585,212306213.416585,212306213.416585
24,90.000000,36,282289408.480035,282289408.480035,282289408.480035,282289408.480035,282289408.480035,282289408.480035,282289408.480035,282289408.480035
24,90.000000,27,294612763.415132,294959074.111092,294959074.111092,294959074.111092,294959074.111092,294959074.111092,294959074.111092,294959074.111092
24,90.000000,18,303245098.559014,301514759.281604,300735249.913537,300018938.513731,299216364.821388,306995534.936659,306998054.298909,306199196.389725
