arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
20,300.000000,150,33265332.650983,33265332.650983,33265332.650983,33265332.650983,33265332.650983,33265332.650983,33265332.650983,33265332.650983
20,8000.000000,3000,989420278.353392,989420278.353392,989420278.353392,989420278.353392,989420278.353392,989420278.353392,989420278.353392,989420278.353392
20,1500.000000,600,181751239.629051,181751239.629051,181751239.629051,181751239.629051,181751239.629051,181751239.629051,181751239.629051,181751239.629051
20,13.000000,262144,80371646.202985,80371646.202985,80371646.202985,80371646.202985,80371646.202985,80371646.202985,80371646.202985,80371646.202985
20,15.300000,32768,103146430.359018,103146430.359018,103146430.359018,103146430.359018,103146430.359018,103146430.359018,103146430.359018,103146430.359018
20,19.700000,4096,144359885.043399,144359885.043399,144359885.043399,144359885.043399,144359885.043399,144359885.043399,144359885.043399,144359885.043399
20,32.300000,512,223178940.740150,223178940.740150,223178940.740150,223178940.740150,223178940.740150,223178940.740150,223178940.740150,223178940.740150
20,90.000000,36,292167656.852594,292167656.852594,292167656.852594,292167656.852594,292167656.852594,292167656.852594,292167656.852594,292167656.852594
20,90.000000,27,305514574.148114,305514574.148114,305514574.148114,305514574.148114,305514574.148114,305514574.148114,305514574.148114,305514574.148114
20,90.000000,18,319317207.289032,319605901.221961,320172824.824600,320302706.274390,320257241.160990,320302706.274390,320302706.274390,320302706.274390
