arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
34,1500.000000,600,180845503.943128,180845503.943128,180845503.943128,180845503.943128,180845503.943128,180845503.943128,180845503.943128,180845503.943128
34,300.000000,150,32144439.410748,32144439.410748,32144439.410748,32144439.410748,32144439.410748,32144439.410748,32144439.410748,32144439.410748
34,8000.000000,3000,991837054.343720,991837054.343720,991837054.343720,991837054.343720,991837054.343720,991837054.343720,991837054.343720,991837054.343720
34,15.300000,32768,72236680.335123,72236680.335123,72236680.335123,72236680.335123,72236680.335123,72236680.335123,72236680.335123,72236680.335123
34,13.000000,262144,54621793.733061,54674029.593967,54674029.593967,54674029.593967,54674029.593967,54674029.593967,54674029.593967,54674029.593967
34,19.700000,4096,108280724.249590,108280724.249590,108280724.249590,108280724.249590,108280724.249590,108280724.249590,108280724.249590,108280724.249590
34,32.300000,512,187590011.932287,187590011.932287,187590011.932287,187590011.932287,187590011.932287,187590011.932287,187590011.932287,187590011.932287
34,90.000000,36,251105216.040244,252686893.311036,253539017.541824,253695026.562099,253547101.447864,253695026.562099,253695026.562099,253606323.064165
34,90.000000,27,252326252.340653,250948957.311994,250206222.004492,258981607.715853,261117358.543093,261389527.812465,261389380.317814,260994526.276273
34,90.000000,18,261005191.467673,261283357.124734,261283357.124734,261283357.124734,261283357.124734,261283357.124734,261283357.124734,261283357.124734
