arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
26,8000.000000,3000,999297465.741300,999297465.741300,999297465.741300,999297465.741300,999297465.741300,999297465.741300,999297465.741300,999297465.741300
26,1500.000000,600,183019075.025064,183019075.025064,183019075.025064,183019075.025064,183019075.025064,183019075.025064,183019075.025064,183019075.025064
26,300.000000,150,32760902.866215,32760902.866215,32760902.866215,32760902.866215,32760902.866215,32760902.866215,32760902.866215,32760902.866215
26,13.000000,262144,69587216.191419,69587216.191419,69587216.191419,69587216.191419,69587216.191419,69587216.191419,69587216.191419,69587216.191419
26,15.300000,32768,91362883.655825,91362883.655825,91362883.655825,91362883.655825,91362883.655825,91362883.655825,91362883.655825,91362883.655825
26,19.700000,4096,128752575.198382,128752575.198382,128752575.198382,128752575.198382,128752575.198382,128752575.198382,128752575.198382,128752575.198382
26,32.300000,512,208642027.269751,208642027.269751,208642027.269751,208642027.269751,208642027.269751,208642027.269751,208642027.269751,208642027.269751
26,90.000000,36,275606888.475273,275606888.475273,275606888.475273,275606888.475273,275606888.475273,275606888.475273,275606888.475273,275606888.475273
26,90.000000,27,289131047.573275,289556168.002186,289726361.749710,289696682.534279,289666672.976173,289726361.749710,289726361.749710,289726361.749710
26,90.000000,18,295786542.401551,296428557.489338,297747889.481088,298401892.614072,298475881.748903,298475963.180101,298475942.974276,298437184.066974
