arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
40,300.000000,150,31938742.335882,31938742.335882,31938742.335882,31938742.335882,31938742.335882,31938742.335882,31938742.335882,31938742.335882
40,1500.000000,600,180937143.423149,180937143.423149,180937143.423149,180937143.423149,180937143.423149,180937143.423149,180937143.423149,180937143.423149
40,8000.000000,3000,980450970.330467,980450970.330467,980450970.330467,980450970.330467,980450970.330467,980450970.330467,980450970.330467,980450970.330467
40,13.000000,262144,41540070.968368,41547476.132353,41547476.132353,41547476.132353,41547476.132353,41547476.132353,41547476.132353,41547476.132353
40,15.300000,32768,65548860.114643,64056070.729717,64056070.729717,64056070.729717,65555691.859692,64056070.729717,64056070.729717,64056070.729717
40,19.700000,4096,98733826.690814,98319210.038878,98319210.038878,98733826.690814,98733826.690814,98319210.038878,98319210.038878,98319210.038878
40,32.300000,512,171259900.212848,171259900.212848,171259900.212848,171259900.212848,171259900.212848,171259900.212848,171259900.212848,171259900.212848
40,90.000000,36,222213022.044102,221445993.422273,222349015.721268,223050398.994400,227984120.571406,233233510.023767,233233553.809576,232297483.146314
40,90.000000,27,229448013.896602,231924701.185564,232503144.434405,232503144.434405,232503144.434405,232503144.434405,232503144.434405,232503144.434405
40,90.000000,18,234068884.738064,234068884.738064,234068884.738064,234068884.738064,234068884.738064,234068884.738064,234068884.738064,234068884.738064
