arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
38,300.000000,150,31494076.283156,31494076.283156,31494076.283156,31494076.283156,31494076.283156,31494076.283156,31494076.283156,31494076.283156
38,1500.000000,600,180838071.964729,180838071.964729,180838071.964729,180838071.964729,180838071.964729,180838071.964729,180838071.964729,180838071.964729
38,8000.000000,3000,991198622.649999,991198622.649999,991198622.649999,991198622.649999,991198622.649999,991198622.649999,991198622.649999,991198622.649999
38,13.000000,262144,46534769.949097,45494964.872250,45494964.872250,45494964.872250,45494964.872250,45494964.872250,45494964.872250,45494964.872250
38,15.300000,32768,66640206.676430,65999759.083064,65999759.083064,65999759.083064,65999759.083064,65999759.083064,65999759.083064,65999759.083064
38,19.700000,4096,101385144.583564,101385144.583564,101385144.583564,101385144.583564,101385144.583564,101385144.583564,101385144.583564,101385144.583564
38,32.300000,512,177109919.573997,177109919.573997,177109919.573997,177109919.573997,177109919.573997,177109919.573997,177109919.573997,177109919.573997
38,90.000000,36,232631992.771286,232398344.471086,231991700.521331,232005817.364240,232077636.630365,239072579.157564,240230256.101261,232141444.769222
38,90.000000,27,238269160.842438,240919931.300054,242487990.939427,243074159.835494,243073835.882628,243074187.364347,243074187.364347,243074187.364347
38,90.000000,18,240150682.009458,240277205.489222,240277205.489222,240277205.489222,240277205.489222,240277205.489222,240277205.489222,240277205.489222
