arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
20,8000.000000,3000,995446565.368042,995446565.368042,995446565.368042,995446565.368042,995446565.368042,995446565.368042,995446565.368042,995446565.368042
20,300.000000,150,34375761.488761,34375761.488761,34375761.488761,34375761.488761,34375761.488761,34375761.488761,34375761.488761,34375761.488761
20,1500.000000,600,184553641.167248,184553641.167248,184553641.167248,184553641.167248,184553641.167248,184553641.167248,184553641.167248,184553641.167248
20,13.000000,262144,81346738.204387,81346738.204387,81346738.204387,81346738.204387,81346738.204387,81346738.204387,81346738.204387,81346738.204387
20,15.300000,32768,104861105.268836,104861105.268836,104861105.268836,104861105.268836,104861105.268836,104861105.268836,104861105.268836,104861105.268836
20,19.700000,4096,143127670.913472,143127670.913472,143127670.913472,143127670.913472,143127670.913472,143127670.913472,143127670.913472,143127670.913472
20,32.300000,512,223405686.580055,223405686.580055,223405686.580055,223405686.580055,223405686.580055,223405686.580055,223405686.580055,223405686.580055
20,90.000000,36,292067103.584140,292067103.584140,292067103.584140,292067103.584140,292067103.584140,292067103.584140,292067103.584140,292067103.584140
20,90.000000,27,305612524.068355,305612524.068355,305612524.068355,305612524.068355,305612524.068355,305612524.068355,305612524.068355,305612524.068355
20,90.000000,18,319277882.693304,319903448.700382,320000334.921711,320150606.045409,320044792.902606,320197529.296130,320179105.437690,320148062.874442
