arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
26,8000.000000,3000,995660212.781867,995660212.781867,995660212.781867,995660212.781867,995660212.781867,995660212.781867,995660212.781867,995660212.781867
26,1500.000000,600,181682069.791764,181682069.791764,181682069.791764,181682069.791764,181682069.791764,181682069.791764,181682069.791764,181682069.791764
26,300.000000,150,33649805.343890,33649805.343890,33649805.343890,33649805.343890,33649805.343890,33649805.343890,33649805.343890,33649805.343890
26,13.000000,262144,69965635.666023,69965635.666023,69965635.666023,69965635.666023,69965635.666023,69965635.666023,69965635.666023,69965635.666023
26,15.300000,32768,91054512.651190,91054512.651190,91054512.651190,91054512.651190,91054512.651190,91054512.651190,91054512.651190,91054512.651190
26,19.700000,4096,127798707.960022,127798707.960022,127798707.960022,127798707.960022,127798707.960022,127798707.960022,127798707.960022,127798707.960022
26,32.300000,512,207691012.348898,207691012.348898,207691012.348898,207691012.348898,207691012.348898,207691012.348898,207691012.348898,207691012.348898
26,90.000000,36,275087267.297079,275087267.297079,275087267.297079,275087267.297079,275087267.297079,275087267.297079,275087267.297079,275087267.297079
26,90.000000,27,285894928.543324,286522592.550452,286671195.411953,286727633.737239,286727633.737239,286744930.266151,286744930.266151,286744930.266151
26,90.000000,18,293997722.121369,294549816.482530,295975182.433880,296934977.496395,296934715.820968,296934977.496395,296934977.496395,296934977.496395
