arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
36,1500.000000,600,182079882.388850,182079882.388850,182079882.388850,182079882.388850,182079882.388850,182079882.388850,182079882.388850,182079882.388850
36,300.000000,150,32665305.251120,32665305.251120,32665305.251120,32665305.251120,32665305.251120,32665305.251120,32665305.251120,32665305.251120
36,8000.000000,3000,997639495.426837,997639495.426837,997639495.426837,997639495.426837,997639495.426837,997639495.426837,997639495.426837,997639495.426837
36,13.000000,262144,48890668.582867,48890668.582867,48890668.582867,48890668.582867,48890668.582867,48890668.582867,48890668.582867,48890668.582867
36,15.300000,32768,70033649.491715,70033649.491715,70033649.491715,70033649.491715,70033649.491715,70033649.491715,70033649.491715,70033649.491715
36,19.700000,4096,106229359.602194,106229359.602194,106229359.602194,106229359.602194,106229359.602194,106229359.602194,106229359.602194,106229359.602194
36,32.300000,512,182871293.121426,182871293.121426,182871293.121426,182871293.121426,182871293.121426,182871293.121426,182871293.121426,182871293.121426
36,90.000000,36,244134021.842536,244857864.366840,246514770.426583,247554830.096116,248524069.273023,249485036.496965,249485036.496965,248359531.699418
36,90.000000,27,245885459.409157,247146101.309242,250415605.686709,251715331.464413,251715209.879533,251715375.586278,251715310.628991,251715338.497957
36,90.000000,18,251848203.034608,251864135.879296,251864135.879296,251864135.879296,251864135.879296,251864135.879296,251864135.879296,251864135.879296
