frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,124023.043903,40060.000000,19.313208
4,314115.961054,80835.000000,751.440616
8,367879.421493,144589.000000,111.216006
16,200568.929229,100076.000000,501.148681
32,854002.997568,218311.000000,15933.149406
64,567319.005388,170764.000000,3470.466107
128,128474.649589,53575.000000,482.819842
256,79237.568255,20152.000000,868.476252
512,844508.983653,208669.000000,64025.009090
1024,665344.630149,140050.000000,99733.992004
2048,306251.744209,49677.000000,17892.710667
4096,216653.435435,79785.000000,63884.841684
8192,298988.359757,192402.000000,62440.761967
16384,185441.309133,95804.000000,103807.354667
32768,146724.211778,50059.000000,0.000000
65536,345398.454763,52444.000000,0.000000
