frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,282690.221760,55511.000000,2742.715078
4,136961.148378,49358.000000,2202.079472
8,326379.220975,195509.000000,133.484081
16,486362.836617,178070.000000,552.236362
32,343059.366104,174902.000000,749.222931
64,130642.120516,39773.000000,304.731029
128,594439.089680,113634.000000,43136.595751
256,155318.835268,43045.000000,9067.262266
512,299436.662406,163946.000000,54412.497664
1024,317240.003064,136878.000000,124219.501323
2048,362713.902834,191526.000000,192672.859635
4096,1325707.699732,232105.000000,4123.807828
8192,255681.489166,53229.000000,42094.275371
16384,296943.623595,80502.000000,59600.092492
32768,1435912.984948,261678.000000,1161888.105102
65536,273069.935002,87110.000000,246278.007067
