frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,294806.468436,208562.000000,198.000000
4,146769.758421,73926.000000,174.622450
8,225371.889472,97377.000000,34528.790002
16,230061.741165,108139.000000,196.527352
32,214337.046977,118632.000000,1041.848357
64,552884.009200,285454.000000,1192.937970
128,412238.353952,218055.000000,423.469007
256,513330.738922,276585.000000,19201.412422
512,621773.060834,259518.000000,26186.175933
1024,412384.772811,203614.000000,58634.306835
2048,428850.745296,180407.000000,117199.375992
4096,621023.456341,139669.000000,405818.150253
8192,289710.159729,108075.000000,144490.676592
16384,847914.235715,110618.000000,644127.710987
32768,703801.770793,217661.000000,316098.472817
65536,583832.623117,279808.000000,581043.257267
