frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,164623.615943,69515.000000,147.814072
4,361948.817083,220004.000000,1343.627180
8,433978.104586,289777.000000,966.171827
16,97642.509027,31035.000000,171.793481
32,219887.134092,98756.000000,46863.153596
64,920325.951399,110537.000000,477.468324
128,382367.772974,245766.000000,15334.870916
256,355672.281859,149486.000000,3720.768469
512,217974.436978,90564.000000,4051.137124
1024,779310.069549,169263.000000,18427.330110
2048,322975.606844,109853.000000,114766.261371
4096,451145.435661,131337.000000,25458.345744
8192,147319.109018,61081.000000,51203.282873
16384,655020.133387,53295.000000,89965.822110
32768,76321.177998,19954.000000,45694.840135
65536,378744.871951,55192.000000,0.000000
