frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1035575.640251,157126.000000,497.568086
4,180842.512043,72017.000000,339.455446
8,103730.939854,47720.000000,2828.078323
16,329230.313752,163803.000000,76.170861
32,162770.512818,60304.000000,1333.605264
64,210920.930161,124343.000000,921.862788
128,395026.390075,193896.000000,4540.027753
256,1777620.996886,294613.000000,63581.632481
512,285071.934641,143576.000000,4593.317646
1024,364346.669090,197499.000000,23372.422532
2048,842602.199880,277459.000000,85019.520653
4096,1192941.663096,282917.000000,157168.098850
8192,297370.364428,110258.000000,135290.787048
16384,263529.486881,116430.000000,13492.517000
32768,886223.279506,259273.000000,513150.785362
65536,886860.832729,266027.000000,467728.345147
