frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,68112.887092,16694.000000,92.741576
4,408622.472602,254404.000000,3175.024252
8,333722.478193,103171.000000,612.106200
16,401283.627750,172223.000000,569.756966
32,228295.147215,99341.000000,969.604043
64,630193.724169,253915.000000,1599.682468
128,528418.482707,238369.000000,2334.747524
256,533939.991999,287055.000000,8098.744285
512,556826.387302,263919.000000,19514.195448
1024,303034.616222,150371.000000,43139.000278
2048,521484.714918,198076.000000,15290.099607
4096,319054.356407,88919.000000,26540.841302
8192,649164.750552,144669.000000,319807.413132
16384,585443.821311,276578.000000,323140.616141
32768,1109104.713878,188928.000000,936322.466596
65536,3327332.630274,229351.000000,2058891.940821
