frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,143025.143489,32308.000000,143.533968
4,200993.599216,71832.000000,165.130252
8,179232.242825,35739.000000,69.433421
16,416857.610924,251574.000000,8534.681482
32,252138.446890,167432.000000,1757.164193
64,128447.421928,26838.000000,1531.682082
128,430374.522774,231472.000000,1698.575874
256,885353.923955,188636.000000,36414.349136
512,1512050.219710,242021.000000,72490.647817
1024,164527.710453,38470.000000,5497.385015
2048,483723.254972,281996.000000,257649.210125
4096,500955.151090,182791.000000,55640.915683
8192,632163.543253,135877.000000,147725.520866
16384,543391.311876,162651.000000,360426.583227
32768,777560.774272,226824.000000,691177.782900
65536,902773.834209,246770.000000,809514.770432
