frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,220810.303360,125380.000000,28.583212
4,247894.081813,52312.000000,33.421550
8,860531.661696,104648.000000,4933.299504
16,352420.909695,63050.000000,3271.229127
32,447173.209291,250871.000000,1960.730986
64,372335.352207,197996.000000,2263.747336
128,253247.880246,45859.000000,6403.155316
256,311209.737854,141725.000000,58804.049954
512,434134.389256,280571.000000,81229.316555
1024,410025.466385,226878.000000,17308.081234
2048,467081.531150,121267.000000,68385.056511
4096,232139.997611,108910.000000,20017.427957
8192,461922.654831,314895.000000,55403.195197
16384,471253.460212,205091.000000,300067.985837
32768,288062.696505,155050.000000,29028.201288
65536,537577.611078,57131.000000,0.000000
