frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,126846.333420,86031.000000,841.587785
4,116289.410060,35261.000000,120.760093
8,399330.289274,273390.000000,252.196352
16,285053.195139,102563.000000,226.126071
32,478277.839246,225783.000000,356.151653
64,278173.323777,157939.000000,2533.056849
128,252117.882027,171836.000000,3157.191790
256,186056.659892,105372.000000,9400.812890
512,353975.722323,186157.000000,11882.804635
1024,288148.820414,87591.000000,110489.237883
2048,395422.613966,251392.000000,29154.006534
4096,186445.198074,62909.000000,72166.364991
8192,588877.987264,193405.000000,200350.640778
16384,498834.522970,86017.000000,428329.376882
32768,481162.542743,124541.000000,116603.035964
65536,2046684.022715,163179.000000,1900500.892044
