frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,521772.629961,202133.000000,11064.708401
4,151456.112237,39501.000000,149.465715
8,237654.634600,139085.000000,113.542943
16,400750.072872,246687.000000,380.973752
32,145163.649637,61143.000000,198.363303
64,476429.835465,132450.000000,1146.286177
128,248342.106690,116461.000000,4212.674329
256,82981.618675,22965.000000,793.054223
512,448052.190365,267810.000000,5102.709084
1024,185059.075506,69804.000000,12126.069520
2048,304677.924460,82117.000000,17119.433373
4096,239194.683915,57549.000000,62125.695755
8192,337214.189629,178191.000000,99411.313028
16384,524221.510662,124041.000000,423175.884412
32768,583489.870009,148278.000000,516544.087434
65536,357842.567318,100914.000000,16713.456914
