frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,225830.412035,126386.000000,238.683891
4,209947.751972,109985.000000,358.058654
8,201264.600390,101685.000000,88.328931
16,127355.311362,65091.000000,1499.406883
32,198591.399570,103302.000000,620.238664
64,466655.418547,252879.000000,2083.012722
128,408559.762158,200830.000000,748.594683
256,460472.817864,199938.000000,8783.243706
512,409420.020877,280833.000000,22110.735311
1024,502101.124414,252447.000000,28196.751533
2048,475738.082330,209477.000000,30788.554318
4096,843338.286341,255988.000000,92650.694784
8192,573709.083750,248288.000000,53192.423521
16384,621381.694178,187908.000000,413061.714508
32768,1481609.053902,117865.000000,874533.149439
65536,1446691.767139,203949.000000,1403284.021621
