frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,85706.174165,22871.000000,912.167748
4,9077476.391202,298909.000000,190580.179129
8,423259.388622,106783.000000,820.263372
16,221278.053281,88512.000000,808.210987
32,572888.479418,268675.000000,4772.504164
64,378641.385636,237746.000000,16155.895240
128,188322.679532,34446.000000,1556.086437
256,313688.864892,196164.000000,6377.070644
512,346026.618479,156608.000000,1106.610591
1024,190301.821846,94931.000000,32093.289189
2048,490756.846866,154613.000000,22457.063766
4096,157235.798716,39874.000000,90826.421817
8192,309275.117114,182359.000000,57014.114086
16384,563711.656158,159683.000000,411478.488059
32768,278265.584365,118423.000000,173003.619728
65536,767830.786205,161925.000000,484594.321664
