frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,165132.206271,84454.000000,314.000000
4,300104.669992,76573.000000,100.419122
8,101321.063215,65174.000000,150.880748
16,372313.300454,197071.000000,520.915540
32,636282.981184,277226.000000,1034.291545
64,369399.378199,201052.000000,11290.995527
128,436192.850127,226463.000000,785.818045
256,259046.747001,121663.000000,3431.444739
512,257874.279342,129339.000000,11620.298662
1024,464542.371333,198533.000000,68271.263552
2048,503037.098817,158534.000000,25482.000255
4096,401509.528537,239840.000000,12964.162989
8192,678496.963092,252858.000000,492497.739403
16384,820152.573444,138655.000000,507535.922977
32768,253736.142995,118489.000000,137122.474934
65536,1236666.602995,232389.000000,722088.878230
