frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,309397.262585,194376.000000,1565.294860
4,606739.102291,118163.000000,105.176043
8,186065.617407,82301.000000,14807.644276
16,417790.372394,195916.000000,504.613714
32,69781.091293,14477.000000,401.803435
64,284784.394809,54573.000000,2927.074820
128,434856.215170,118622.000000,1017.865414
256,133528.993593,42053.000000,48758.146222
512,495000.299511,253190.000000,1278.219856
1024,230370.826992,101944.000000,13928.227813
2048,454631.386134,249149.000000,25262.541658
4096,600063.120996,288465.000000,365366.650867
8192,316768.082912,68681.000000,50151.010558
16384,425530.989085,133165.000000,41477.131386
32768,406890.469069,96416.000000,123483.245617
65536,834774.545150,278891.000000,689340.041355
