frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,379709.297300,64511.000000,6846.117951
4,1127270.462850,102540.000000,108.646215
8,116902.243965,26490.000000,616.244270
16,93905.962803,18961.000000,512.351442
32,430876.843151,75692.000000,3066.714529
64,315262.616247,205098.000000,3281.610123
128,113537.184486,23864.000000,630.436357
256,192193.625383,63431.000000,1891.631571
512,342153.787455,135806.000000,8035.257494
1024,226897.688435,106748.000000,109172.646409
2048,2550312.155525,174992.000000,53288.696372
4096,604536.052428,257408.000000,12360.047775
8192,637383.899171,215005.000000,390500.363831
16384,287422.511310,152333.000000,85586.558045
32768,257729.449249,101640.000000,15863.430713
65536,3055454.146864,281669.000000,2958107.703794
