frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,302745.583258,224239.000000,100.439036
4,509283.952248,197432.000000,203.955878
8,287404.823131,155082.000000,7047.101887
16,141509.142680,72189.000000,49.558047
32,467565.730064,196438.000000,636.336389
64,350998.834329,252953.000000,1281.132312
128,150765.379786,82152.000000,3531.424783
256,479680.443121,262900.000000,1893.353638
512,551837.562284,298980.000000,11816.679314
1024,487433.555822,268467.000000,3635.874860
2048,328924.674155,182623.000000,35906.404234
4096,650559.469076,191170.000000,258302.003206
8192,1203642.196914,183219.000000,874865.017618
16384,510913.208968,67871.000000,116755.557508
32768,576302.916232,193796.000000,384785.201254
65536,166089.106265,55037.000000,131652.709725
