frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,456318.576909,299694.000000,3170.264185
4,109341.374054,18138.000000,1252.724231
8,550053.050541,295382.000000,525.501665
16,160206.882474,39399.000000,641.735927
32,795661.909090,265461.000000,7344.932743
64,319100.790836,80729.000000,940.122332
128,370168.232131,248857.000000,1385.012274
256,134072.880065,40912.000000,1589.415616
512,601244.298360,311430.000000,16868.458377
1024,229812.663596,110475.000000,5588.991591
2048,598738.995086,373214.000000,99686.074414
4096,303034.884008,144111.000000,43859.842521
8192,544340.860307,251209.000000,89583.619663
16384,300780.761376,128485.000000,49901.150548
32768,862806.648817,259664.000000,624104.983092
65536,873904.081301,293148.000000,775614.263652
