frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,122672.957024,69053.000000,35.114100
4,523124.261523,194152.000000,58.000000
8,491365.201931,280713.000000,52.134442
16,217016.773389,89784.000000,13875.339131
32,217341.531445,173134.000000,484.462589
64,411407.171646,195773.000000,2977.426741
128,277513.165655,136370.000000,1152.288158
256,495687.976341,288961.000000,2822.574711
512,411613.180012,104011.000000,3445.069665
1024,449507.756293,197976.000000,5578.852660
2048,763055.414082,198290.000000,153438.375933
4096,239062.506425,80247.000000,148178.379793
8192,624834.997871,188321.000000,234052.586903
16384,560392.640181,268396.000000,398072.286320
32768,1030060.664181,251952.000000,178231.704761
65536,1820711.978649,292934.000000,1187941.063428
