frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,208880.468919,64386.000000,187.704555
4,386027.186970,102898.000000,519.197458
8,703348.397581,115169.000000,187.477999
16,147923.529812,36649.000000,4778.239320
32,643881.410181,64150.000000,100.149888
64,128816.270587,22717.000000,14567.402891
128,292322.422753,187450.000000,997.037612
256,658308.341127,310188.000000,1173.726544
512,477316.988850,306700.000000,20490.455705
1024,151684.008505,69652.000000,12450.575408
2048,147693.257652,43897.000000,43632.510826
4096,369428.309803,101068.000000,10885.409822
8192,5292515.365585,354906.000000,712660.530234
16384,203897.289553,102764.000000,54234.191752
32768,1316134.833328,252238.000000,1103105.722821
65536,1433278.160778,240552.000000,1202300.465321
